id,naslov,cena,velikost,leto,nadstropje,prodajalec,opis
6049878,"LJ. ŠIŠKA, VIŽMARJE",72500.00,39.00,2009,M,Svet RE d.o.o.,"39 m2, 2-sobno, adaptirano l. 2009, mansarda, v manjšem urejenem veèstanovanjskem objektu, funkcionalen tloris, v celoti..."
5995936,"LJ. ŠIŠKA, TACEN",72000.00,55.30,1920,1,MESTO NEPREMIÈNIN d.o.o.,"55,3 m2, 2-sobno, zgrajeno l. 1920, 1/2 nad., v neposredni bližini Šmarne gore, prodamo. Cena: 72.000,00 EUR"
6059257,"LJ. MOSTE, POLJE, CESTA VI/10",71000.00,30.00,1976,4,Vizija Mojca Poglajen s.p.,"30 m2, garsonjera, zgrajena l. 1976, adaptirana l. 2008, 4/4 nad., prodamo. Cena: 71.000,00 EUR"
6058946,POLJE,71000.00,30.00,1976,4,Zasebna ponudba,"30 m2, garsonjera, zgrajena l. 1976, 4/4 nad., Adaptirana l. 2008, zelo lepa in prostorna, prodamo. Cena: 71.000,00 EUR"
6058342,"ÈRNUÈE, SPODNJE",70000.00,25.00,2008,5,Zasebna ponudba,"25 m2, garsonjera, adaptirana l. 2008, 5/5 nad., Prodaja; garsonjera; Ljubljana, Spodnje Èrnuèe; 25 m2, prodamo. Cena: 7..."
5417407,VEVÈE,69000.00,25.00,2001,2,"Komfort skupina d.o.o., nepremiènine","25 m2, garsonjera, adaptirana l. 2001, 2. nad., prodamo. Cena: cca 69.000,00 EUR"
6054776,LJ. ŠIŠKA,68200.00,26.90,2009,P,"Stoja trade, d.o.o., Ljubljana","26,9 m2, garsonjera, zgrajena l. 2009, pritlièje, Šifra stanovanja: 1CPN-088 Na odlièni lokaciji v Šiški prodamo garsonj..."
6053698,LJ. ŠIŠKA,68200.00,26.90,2009,P,"Stoja trade, d.o.o., Ljubljana","26,9 m2, garsonjera, zgrajena l. 2009, 11 m2 zemljišèa, pritlièje, Šifra stanovanja: 1CPN-088 Na odlièni lokaciji v Šišk..."
6033485,"LJ. ŠIŠKA, ANDREAŠEVA ULICA 8",68000.00,26.40,1996,3,Zasebna ponudba,"26,4 m2, garsonjera, zgrajena l. 1996, 3/4 nad., Šiška, v bližini Slovenija Avta, 26,4 m2, garsonjero menjamo za 1,5-sob..."
6035718,"LJ. ŠIŠKA, ANDREAŠEVA",67000.00,33.00,1972,1,APN d.o.o.,"33 m2, 1-sobno, zgrajeno l. 1972, 1/2 nad., V veèstanovanjski hiši prodamo delno adaptirano stanovanje z balkonom. Dobra..."
6056472,"LJ. CENTER, KOMENSKEGA",65000.00,26.60,1913,PK,"REMAX Vogal, Nepremièninska družba, d.o.o.","26,6 m2, garsonjera, zgrajena l. 1913, polklet, Prodaja opremljene garsonjere v veèstanovanjski vili, s shrambo na lepi ..."
6059891,LJ. ŠIŠKA,65000.00,26.50,1913,PK,"Livo d.o.o., PE nepremièninsko posredovanje","26,5 m2, garsonjera, zgrajena l. 1913, adaptirana l. 2005, PK/1 nad., odlièna lokacija v bližini Drenikove ceste, v celo..."
6047362,SP. ŠIŠKA,65000.00,26.60,2005,PK,Zasebna ponudba,"26,6 m2, garsonjera, adaptirana l. 2005, PK/M, Vsi prikljuèki, redno vzdrževana, plus shramba 2 m2, popolnoma opremljeno..."
6012237,LJ. MOSTE,64000.00,34.00,1963,9,"Visa d.o.o., Ljubljana","34 m2, 2-sobno, zgrajeno l. 1963, 9. nad., prodamo. Cena: 64.000,00 EUR"
6059132,"LJ. ŠIŠKA, ZAÈETEK VODNIKOVE",63900.00,20.50,1966,1,AGAN d.o.o.,"20,5 m2, garsonjera, zgrajena l. 1966, adaptirana l. 2011, 1/4 nad., Nova kopalnica, nova protivlomna vrata, novo okno i..."
6054774,LJ. ŠIŠKA,62600.00,24.70,2009,6,"Stoja trade, d.o.o., Ljubljana","24,7 m2, garsonjera, zgrajena l. 2009, 6. nad., Šifra stanovanja: 1C6N-124 Na odlièni lokaciji v Šiški prodamo garsonjer..."
6053695,LJ. ŠIŠKA,61900.00,26.40,2009,5,"Stoja trade, d.o.o., Ljubljana","26,4 m2, garsonjera, zgrajena l. 2009, 5. nad., Šifra stanovanja: 1C5N-118 Na odlièni lokaciji v Šiški prodamo garsonjer..."
6054773,LJ. ŠIŠKA,61700.00,26.40,2009,4,"Stoja trade, d.o.o., Ljubljana","26,4 m2, garsonjera, zgrajena l. 2009, 4. nad., Šifra stanovanja: 1C4N-112 Na odlièni lokaciji v Šiški prodamo garsonjer..."
6019394,ÈRNUÈE,60000.00,27.50,1982,2,"Nepremiènine KLEMENÈIÈ, Borut Klemenèiè Hoèevar s.p.","27,5 m2, 1-sobno, zgrajeno l. 1982, 2/2 nad., v vrhnji etaži, z loèenim vhodom, mirna, povsem intimna lega v stavbi (v n..."
6044374,"LJ. MOSTE, ZALOG",59500.00,33.60,2000,2,Zasebna ponudba,"33,6 m2, garsonjera, zgrajena l. 2000, 2/2 nad., Stanovanje vpisano v ZK, opremljeno in vseljivo takoj. Parkirišèe pred ..."
6039554,"LJ. ŠIŠKA, GRUDNOVA",59000.00,34.70,2009,M,Svet RE d.o.o.,"34,7 m2, garsonjera, adaptirana l. 2009, mansarda, v manjšem urejenem veèstanovanjskem objektu, v celoti obnovljeno, opr..."
5932572,"LJ. MOSTE, DOBRUNJE, JAVOR",59000.00,38.00,1950,P,Mikljiè-Hribar Company d.o.o.,"38 m2, 1,5-sobno, zgrajeno l. 1950, adaptirano l. 2002, P/M, Prodamo 1.5 sobno stanovanje v izmeri 38 m2 neto stanovanjs..."
6057037,"LJ. MOSTE, ŠTEPANJSKO NASELJE, STELETOVA",47000.00,21.50,1983,4,"REMAX Vogal, Nepremièninska družba, d.o.o.","21,5 m2, garsonjera, zgrajena l. 1983, 1.438 m2 zemljišèa, 4/12 nad., Garsonjera, 21,5 m2, CELOVŠKA 264, LJ (hotel Lipa)..."
6058118,DRAVLJE,45000.00,19.20,1983,2,"MA - nepremièninska družba, Marko Aliè s.p.","19,2 m2, garsonjera, zgrajena l. 1983, adaptirana l. 2013, 2/12 nad., Prijetno stanovanje v mirni okolici primerno za en..."
6052399,"DRAVLJE, CELOVŠKA CESTA BIVŠI HOTEL LIPA",45000.00,19.20,1983,2,Zasebna ponudba,"19,2 m2, garsonjera, zgrajena l. 1983, adaptirana l. 2013, 1.438 m2 zemljišèa, 2/12 nad., mogoè najem parkirišèa pred st..."
6061600,LJ. ŠIŠKA,45000.00,32.80,1965,5,LGP d.o.o.,"32,8 m2, 1-sobno, zgrajeno l. 1965, 5/5 nad., prodamo. Cena: 45.000,00 EUR"
6050086,LJ. ŠIŠKA,42000.00,20.50,1933,PK,DVOREC POSREDNIŠKA HIŠA d.o.o.,"20,5 m2, garsonjera, zgrajena l. 1933, adaptirana l. 2007, PK/1 nad., Bližina Mosteca, popolnoma adaptirano in opremljen..."
6029756,"LJ. ŠIŠKA, ALEŠOVÈEVA ULICA",37000.00,19.70,1961,M,Rojal invest d.o.o.,"19,7 m2, garsonjera, zgrajena l. 1961, mansarda, prodamo. Cena: 37.000,00 EUR"
6054902,POLJE,33000.00,39.00,1935,PK,Zasebna ponudba,"39 m2, 1-sobno, zgrajeno l. 1935, polklet, 1-sobno polkletno stanovanje, v starejši veè stanovanjski hiši zgrajeni leta ..."
6051293,"RUDNIK, VIÈ, IŽANSKA CESTA, ""VIÈ",32000.00,8.00,2004,1,Zasebna ponudba,"8 m2, garsonjera, zgrajena l. 2004, 1/2 nad., Garsonjera ima manjso kuhinjio, bivalni-spalni del in lastno kopalnico z s..."
6046985,LJ. MOSTE,28000.00,14.00,1730,4,Zasebna ponudba,"14 m2, soba, zgrajena l. 1730, 4. nad., prodamo. Cena: cca 28.000,00 EUR"
6053946,LJ. MOSTE,18000.00,8.00,1985,5,Zasebna ponudba,"8 m2, soba, v stavbi zgrajeni l. 1985, adaptirana l. 2010, 5/5 nad., Soba zraven uniona voda v sobi skupne sanitarije od..."
6026366,"LJ. ŠIŠKA, ALEŠOVÈEVA ULICA",16000.00,7.30,1961,K,Rojal invest d.o.o.,"7,3 m2, soba, zgrajena l. 1961, klet, prodamo. Cena: 16.000,00 EUR"
